,id,cosine,confidence,field,field1,field2
1340263282,,,,,,
1344780801,,,,,,
1335312998,,,,,,
1334785023,,,,,,
1347294029,,,,,,
1347643012,,,,,,
1347616298,1375531527,0.6771820783615112,possible,,_source.text,_source.text
1348248215,,,,,,
1349528736,,,,,,
1351868518,,,,,,
1351783438,,,,,,
1350142436,,,,,,
1349918448,,,,,,
1353615050,,,,,,
1353615072,,,,,,
1295642787,,,,,,
1299120255,1301638779,0.6222095489501953,possible,,_source.pretext,_source.text
1300221685,1299265266,0.7142115235328674,possible,,_source.text,_source.text
1300217187,,,,,,
1300203160,,,,,,
1300996647,1305985669,0.8695878982543945,likely,,_source.text,_source.text
1297985179,,,,,,
1292648221,,,,,,
1292645625,,,,,,
1303525294,1415457195,0.7708210945129395,likely,,_source.text,_source.text
1303840625,1312437396,0.7974022030830383,likely,,_source.text,_source.text
1302616326,,,,,,
1302821522,,,,,,
1303859513,,,,,,
1307369771,,,,,,
1307472309,,,,,,
1316812899,,,,,,
1316813089,,,,,,
1316812742,,,,,,
1315549513,,,,,,
1315549498,,,,,,
1315549515,1317931601,0.6391984224319458,possible,,_source.text,_source.text
1317211657,1323974314,0.6864219307899475,possible,,_source.text,_source.text
1318992319,,,,,,
1309827263,,,,,,
1311330568,,,,,,
1313745451,,,,,,
1319951416,,,,,,
1321927094,,,,,,
1323046945,,,,,,
1322589907,1409064269,0.6584595441818237,possible,,_source.text,_source.text
1322144841,,,,,,
1322147849,,,,,,
1331447274,,,,,,
1331847938,,,,,,
1332470719,,,,,,
1333512724,,,,,,
1332131076,1381167378,0.6776841878890991,possible,,_source.text,_source.text
1324608540,,,,,,
1334219774,,,,,,
1334561042,,,,,,
1325809726,,,,,,
1323893270,,,,,,
1334791881,,,,,,
1340159006,,,,,,
1344788508,,,,,,
1344964294,,,,,,
1344613227,,,,,,
1345308585,,,,,,
1336001998,,,,,,
1336793026,,,,,,
1337419224,,,,,,
1346159038,,,,,,
1346279647,,,,,,
1347780766,,,,,,
1347518241,,,,,,
1347538700,,,,,,
1338557255,,,,,,
1352338203,,,,,,
1352261973,,,,,,
1352876109,,,,,,
1352755763,,,,,,
1331993675,1419867214,0.657111644744873,possible,,_source.text,_source.text
1332370930,,,,,,
1333378455,,,,,,
1327444426,,,,,,
1330368656,,,,,,
1330297786,,,,,,
1329699324,,,,,,
1324809011,,,,,,
1326154956,,,,,,
1327105100,1368335722,0.6944143176078796,possible,,_source.text,_source.text
1333685147,,,,,,
1341477478,,,,,,
1342026284,,,,,,
1342067507,,,,,,
1335382317,,,,,,
1340883900,,,,,,
1340883899,1341415213,0.6542602181434631,possible,,_source.pretext,_source.text
1338539092,,,,,,
1338167822,,,,,,
1336808554,,,,,,
1342143808,,,,,,
1346279677,,,,,,
1347033037,,,,,,
1344588993,,,,,,
1344669759,,,,,,
1345934296,,,,,,
1349918451,1384792002,0.6328446269035339,possible,,_source.text,_source.text
1347487132,,,,,,
1347487133,,,,,,
1347657893,,,,,,
1348210816,,,,,,
1348528097,,,,,,
1349918449,,,,,,
1353292376,,,,,,
1299748515,,,,,,
1302614126,,,,,,
1302682570,,,,,,
1304932292,,,,,,
1304932294,,,,,,
1294992196,1296018324,0.6936975717544556,possible,,_source.text,_source.text
1293511475,,,,,,
1295065439,1380788803,0.7004956007003784,possible,,_source.text,_source.text
1292443953,,,,,,
1292088145,,,,,,
1296687805,1348048480,0.6901534795761108,possible,,_source.text,_source.text
1297290695,,,,,,
1300221598,,,,,,
1300878475,1305985669,0.8112052083015442,likely,,_source.text,_source.text
1300996646,,,,,,
1301442623,,,,,,
1301416126,1303873369,0.7244023680686951,possible,,_source.text,_source.text
1308118283,,,,,,
1310292535,,,,,,
1309800930,,,,,,
1318026691,,,,,,
1318026641,,,,,,
1312275805,,,,,,
1312275786,,,,,,
1312383499,,,,,,
1312275760,,,,,,
1312275804,,,,,,
1316812745,,,,,,
1311624447,1311236146,0.7000147104263306,possible,,_source.text,_source.text
1311623324,,,,,,
1311623332,1409064269,0.6621481776237488,possible,,_source.text,_source.text
1315549560,,,,,,
1316734343,,,,,,
1316813085,,,,,,
1316812907,,,,,,
1322072341,,,,,,
1322347043,,,,,,
